1	220576466
2	193544517
3	185342611
4	179927008
5	170937777
6	154185554
7	153932146
8	146288391
9	133904339
10	133672442
11	131401332
12	128588578
13	111188996
14	107330417
15	95302704
16	88571959
17	86984785
18	78068445
19	76530924
20	74115921
21	58926746
22	58920171
23	33196894
24	32880320
25	778790
26	373931
total	2835472164
