0	1	0.37649101182104544039
0	-6	0.00000001587473064875
0	7	0.00000001587473064875
0	-16	0.00000001587473064875
0	-20	0.00000001587482942393
0	23	0.01753654506733886079
0	24	0.00000001587473074771
0	-25	0.34974097663439890349
0	26	0.99991105996259954658
0	33	0.13373687118321422873
0	-33	0.00000000000161316038
0	34	0.00000000000000000065
0	-38	0.00005573684743372046
0	40	0.00000000000002184468
0	-41	0.99993703618865548144
0	42	0.00000000000000000065
0	45	0.00000000000000000007
0	52	0.00000049494344998577
0	-53	0.00000001587479646911
0	54	0.00000001587479646911
0	-60	0.00000001587475680245
0	61	0.00000001587475680245
0	64	0.99273585689890619932
0	-65	0.00000000000940301025
0	-66	0.00000000000038254490
0	66	0.99963360917177646048
0	-67	0.00000000000038254490
0	-78	0.99999488307929296216
0	79	0.99996087566246827372
0	-98	0.00013077356837608731
0	99	0.74153831415967885743
0	-101	0.00000001589036359760
0	-106	0.99998244361602017793
0	107	0.35719101964286981143
0	112	0.00000001587473064891
0	117	0.01165824705806922310
0	128	0.00000001587473214243
0	-130	0.69702441337698572976
0	131	0.99990850948013931809
0	136	0.01200670093064492260
0	139	0.00000001587473064148
0	-139	0.76692828119202072212
0	140	0.00000000000000000065
0	-145	0.74544527489525602704
0	-161	0.75569803301941962381
0	162	0.99990849118555047426
0	-172	0.99997555657317760414
0	173	0.99997219742653664643
0	184	0.00000001587473064200
0	-186	0.74770473716808383280
0	187	0.73280892580329826114
0	191	0.00000001587473076006
0	-198	0.99999488307929296216
0	199	0.37354257213808678140
0	-199	0.00000000000002184464
0	-202	0.01254086542252177451
0	204	0.00000001587473064450
0	-206	0.74679730561505930364
0	207	0.00000165486732866710
0	-215	0.99994988553129393605
0	216	0.99987347066657639161
0	222	0.00000001587473064148
0	224	0.00000000000002184465
0	-233	0.00000800579233279245
0	234	0.99995316295809710816
0	244	0.01210801331552535318
0	-246	0.99994114940087219789
0	247	0.40421821500909177471
0	-268	0.73173932941932584573
0	269	0.00000000000000000020
0	-275	0.71248967072023916547
0	-282	0.99995253079103918470
0	283	0.99994296484331712804
0	-288	0.99994691470306951153
0	289	0.00000000000000000065
0	291	0.00000000000000000007
0	-292	0.00000001587473064837
0	-293	0.74333308384955987247
0	-294	0.99995368656555139175
0	294	0.00000800607072598348
0	295	0.37733434477280475283
0	-301	1.00000000000000000000
0	302	0.99997015408774603262
0	-307	0.99997928512301015314
1	-2	0.00000001587474330477
1	2	0.99974802594920197940
-1	3	0.00000000355654896584
