0	1	0.99994614901806322393
0	-8	0.99999143211720320501
0	9	0.99999388270845257498
0	-12	0.99568032937865880161
0	-13	0.99999589511185871249
0	13	0.99568032937865880161
0	-14	0.99999807135655949253
0	14	1.00000000000000000000
0	15	0.99994614901806322393
0	-19	1.00000000000000000000
0	20	0.99999807135655949253
0	-29	0.99996032507507681686
0	30	1.00000000000000000000
0	-30	1.00000000000000000000
0	31	0.99991336316206469448
0	-42	0.99999791474762422805
0	43	0.99999214980774964179
0	-46	1.00000000000000000000
0	47	0.99916093236688896528
0	-50	0.99996032507507681686
0	-51	0.99999776638270221341
0	51	0.99999791474762422805
0	-52	0.99999807135655949253
0	52	0.99999776638270221341
0	53	0.99999580607887417205
0	-55	0.99999776638270221341
0	56	0.99999807135655949253
0	-56	0.99999776638270221341
0	57	0.99994265572281448851
0	-57	1.00000000000000000000
0	58	0.99997981103613930998
0	-60	0.99983225044332968423
0	61	0.99999608019390529012
0	-63	1.00000000000000000000
0	64	0.99996032507507681686
0	-67	0.99999589217597117941
0	68	0.27010423200349958917
0	-68	0.00000452828253708812
0	-69	0.99998981993526858680
0	70	0.99999143211720320501
0	-73	0.99999388367189367965
0	74	1.00000000000000000000
0	-74	0.99996032507507681686
0	75	0.99994614901806322393
0	-75	1.00000000000000000000
0	-76	1.00000000000000000000
0	76	0.99995847256788228385
0	-77	1.00000000000000000000
0	77	0.99999614247161927594
1	2	0.99999014647329709238
1	-7	0.00000000051006269135
1	8	0.00000000000000727100
-1	15	0.00000000072500158504
-2	8	0.00000000131821477567
2	3	0.99897800603122943741
2	5	0.00000000000002598193
2	-6	0.00000005970845376437
-3	4	0.00000000000123824999
-3	-5	0.00000000998234873349
-3	5	0.00000000000007443242
-3	6	0.00000005071123818469
3	4	0.99996402539196660442
3	-4	0.00000000033747710057
3	-5	0.00000000006677054877
-4	5	0.00000000032260726208
4	5	0.99995946195472851237
-5	6	0.00000000000151131630
5	6	0.99965034239904126956
5	7	0.00000001915240209882
6	7	0.99955758653919934975
6	8	0.00000000476978561812
7	8	0.99955928086571521618
8	70	0.00000000001835223252
-9	43	0.00000000000871513756
9	10	0.99999015803480939546
9	11	0.00000000002450116382
10	11	0.99998812451314078587
10	12	0.00000000004761376296
-10	-11	0.00000000002450071201
11	12	0.99998811729063652454
12	13	0.00000467499124427140
13	-14	0.00000000000092991392
13	57	0.00000000000115321908
15	16	0.99999015812682290338
15	-18	0.00000000002449316399
16	-17	0.00000000283614941014
16	17	0.99917258627104788005
-16	19	0.00000000002449316399
-17	18	0.00000000283614941014
17	18	0.99998629197072885777
18	19	0.99999004537354485578
20	21	0.99999015812686264937
20	-26	0.00000000002421573388
-20	-35	0.00000000000004650862
21	22	0.99358611149407582985
21	23	0.00000000002573753029
21	-24	0.00000247878707691033
21	24	0.00000000004372425616
21	25	0.00000467293865530694
-21	27	0.00000000002421573388
-22	25	0.00000451835943502539
22	-23	0.00000452825919902094
22	23	0.99574343889220073844
23	24	0.99573471198789809122
23	25	0.00000000002573702269
-23	24	0.00000452821953576654
24	25	0.99454265479653247706
-25	47	0.00000000000480873470
25	26	0.99903756526304599017
25	-65	0.00000023224068773099
26	27	0.99999015812767577671
-26	66	0.00000023222242940644
27	28	0.27010666450787207404
27	-28	0.23066980790398977641
27	29	0.00000000000677333223
28	29	0.27010669044722068755
-28	29	0.23066951676364805257
29	31	0.00000000033217347338
31	32	0.99999014543505937436
31	-32	0.00000005567422641009
-31	41	0.00000000000556032447
-31	-61	0.00000000000002079824
-31	75	0.00000000064557246255
32	33	0.98657950057839072233
32	61	0.00000000000477431355
-32	33	0.00000001047216733928
